id,vurdering,type,navn,område,koordinater,begrundelse,vurderet,kategorier,score,antal_objekter,tæt_på_spot,auto_koordinater,osm,osm_status,fundet
k-node11491236232,på kortet,,Lemvig Roklub,Holmsøre,,,,flydebro roklub bro slæbested,6.5,7,lemvig-roklub,"56.5632327, 8.2975146",node/11491236232 way/906572582 node/11491236222 way/286593666 way/286593667 way/286593668 way/286593669,ok,2026-09-24
k-node11621785122,,,Agger Vandshelter,Agger,,,,flydebro roklub bro havn,6.5,13,,"56.7776221, 8.2562198",node/11621785122 node/3228065251 way/1250210350 way/316664853 way/148105343 way/102609861 way/102609866 way/102609868 way/102609875 way/1038326483 way/1250210351 way/526175297 way/526175298,ok,2026-09-24
k-node12327022995,,,Odense Sejlklub,Stige,,,,flydebro bro sejlklub slæbested,6.5,8,,"55.4387853, 10.4248146",node/12327022995 way/1332440151 way/120020793 way/240058822 way/387311329 way/409972543 way/409972545 way/903648971,ok,2026-09-24
k-node12345686714,,,Sønderborg Roklub,Sønderborg,,,,flydebro roklub bro havn,6.5,9,,"54.9180321, 9.7711769",node/12345686714 way/228636107 way/228636106 way/238562763 way/1039251393 way/316655918 way/349912042 way/349912045 way/349912046,ok,2026-09-24
k-node12347727558,,,Augustenborg Roklub,Ny Stavnsbøl,,,,flydebro roklub bro slæbested,6.5,5,,"54.9417730, 9.8560050",node/12347727558 way/1334673195 way/293658772 way/1334673196 way/293658777,ok,2026-09-24
k-node12452837486,måske,flydebro,Silkeborg Søcamping,Søholt,"56.1718065, 9.5750784",Flydebro (41 m) ved Silkeborg Søcamping på Silkeborg Langsø. Broen går gennem et bælte med grønne planter langs bredden; adgang evt. kun for campinggæster.,2026-09-24,flydebro badebro badested bro,6.5,3,,"56.1718125, 9.5750623",node/12452837486 way/427003853 node/13979821174,ok,2026-09-24
k-node12463170005,lovende,flydebro,Kano- og Kajakklubben Gudenaa,Randers,"56.4574669, 10.0203167",Kano- og kajakklub med flydebro langs Gudenåen (ca. 80–100 m bred) og endnu en flydebro i det lille bassin. Obs: strøm i åen.,2026-09-24,flydebro kajakklub bro slæbested,6.5,8,,"56.4574491, 10.0203167",node/12463170005 way/902937682 way/1199458598 node/11125039954 way/1199454709 way/1199454710 way/902929337 way/902929338,ok,2026-09-24
k-node12511867034,,,Frihedsbroen,Københoved,,,,flydebro badebro badested bro,6.5,4,,"55.4352015, 9.1092497",node/12511867034 way/964426791 node/10892018589 way/964426792,ok,2026-09-24
k-node6875205363,,,Skaven Strand,Skaven Strand,,,,flydebro badebro badested bro,6.5,4,,"55.8929874, 8.3568350",node/6875205363 way/734140004 way/734140005 node/13975157234,ok,2026-09-24
k-node7216749113,måske,flydebro,Voer Færgeleje,Mellerup,"56.5195731, 10.2316805","Lille flydebro (ca. 10–20 m) ved Voer Færgeleje på Randers Fjord. Åbent vand, men færgetrafik og mulig strøm.",2026-09-24,flydebro bro havn slæbested,6.5,5,,"56.5195701, 10.2316751",node/7216749113 way/1200044146 way/772940423 node/8449053052 way/484233261,ok,2026-09-24
k-relation10907937,,,Rønne Roklub,Rønne,,,,flydebro roklub bro havn,6.5,7,,"55.1044016, 14.6913741",relation/10907937 way/137991065 relation/10907938 way/137989801 way/137991062 way/683313083 way/683313084,ok,2026-09-24
k-way1002317603,på kortet,,Klintebjerg Havn,Klintebjerg,,,,flydebro bro havn slæbested,6.5,13,klintebjerg-havn,"55.4782545, 10.4526963",way/1002317603 way/976119660 node/4118406988 node/9250691844 way/1002319501 way/1002319502 way/120028999 way/352874743 way/352874744 way/409975205 way/409975206 way/409975207 way/976119661,ok,2026-09-24
k-way1013492891,,,Badezone Teglholm Brygge,Vesterbro,,,,flydebro badebro badested bro,6.5,4,,"55.6512365, 12.5466867",way/1013492891 way/1074338181 relation/12580066 way/1013492890,ok,2026-09-24
k-way1028757625,på kortet,,Bro 12,Aarhus,,,,flydebro bro havn sejlklub,6.5,10,fiskerikajen-aarhus,"56.1659402, 10.2227726",way/1028757625 way/1028761881 way/1028762942 way/40773465 way/89124550 node/11980224619 node/11980236485 way/595219823 way/603926649 way/603926655,ok,2026-09-24
k-way112503683,nej,flydebro,Bro 3A,Bønnerup Strand,,Tæt pakket lystbådehavn: flydebroerne er fyldt med både og sejlrenderne er smalle. Ikke plads til at pumpe.,2026-09-24,flydebro bro havn slæbested,6.5,9,,"56.5320758, 10.7105851",way/112503683 way/143727861 node/3680529729 node/3680546617 way/112503673 way/363944701 way/363951807 way/363951811 way/513051503,ok,2026-09-24
k-way1149830089,på kortet,,Aarhus Ø Havnebad,Aarhus,,,,flydebro badebro havnebad bro,6.5,3,det-groenne-fyr,"56.1630544, 10.2266695",way/1149830089 node/11813300935 relation/8347699,ok,2026-09-24
k-way1163665013,,,Badebro,Aabenraa,,,,flydebro badebro badested bro,6.5,5,,"55.0332385, 9.4239062",way/1163665013 way/49143759 node/13987433721 way/611800112 way/611800113,ok,2026-09-24
k-way1202448668,,,8,Nordhavn,,,,flydebro udlejning bro sejlklub,6.5,3,,"55.7194605, 12.6000654",way/1202448668 way/1084297311 node/11155391225,ok,2026-09-24
k-way1210050975,,,,Hvalpsund,,,,flydebro badebro badested bro,6.5,6,,"56.7002155, 9.1905322",way/1210050975 way/1210067283 way/100115172 way/1210050485 way/484233267 way/937857787,ok,2026-09-24
k-way124419772,,,Gamle Havn,Ringkøbing,,,,flydebro bro havn sejlklub,6.5,21,,"56.0868169, 8.2395555",way/124419772 way/124419792 node/11514195932 node/11514195934 node/13013574332 node/9555530972 way/1086676273 way/1106639191 way/1106639198 way/1106639199 way/1106639201 way/124419774 way/124419776 way/124419779 way/124419785 way/124419797 way/124425642 way/132961603 way/1518760750 way/635714574 way/635714589,ok,2026-09-24
k-way1258262532,,,Bro D,tidl. Den Sorte Badeanstalt,,,,flydebro bro havn slæbested,6.5,11,,"54.8994000, 9.7941520",way/1258262532 node/1917792397 way/26005146 way/26222492 way/26222493 way/26222495 way/26222496 way/447098391 way/832741570 way/832741571 way/832741572,ok,2026-09-24
k-way1262911720,på kortet,,Bro 8,Aarhus,,,,flydebro bro sejlklub slæbested,6.5,24,marselisborg-lystbaadehavn-2,"56.1393730, 10.2181557",way/1262911720 way/992275695 way/992275696 way/992275701 way/992275702 way/992275705 way/992275706 way/992275707 way/992275708 way/992275709 way/992275710 way/992275711 way/992275712 way/992275713 node/10202640566 node/2980708385 way/118934010 way/118934012 way/992275685 way/992275686 way/992275687 way/992275688 way/992275700 way/992275714,ok,2026-09-24
k-way1271506543,,,Flydende lejrplads i Møllekrogen,Manderup,,,,flydebro bro havn slæbested,6.5,5,,"55.7399144, 11.9893425",way/1271506543 node/3639521123 way/1156303292 way/116350924 way/731868205,ok,2026-09-24
k-way1272220883,,,Tirsbæk,Bredballe,,,,flydebro badebro badested bro,6.5,4,,"55.7084579, 9.6322087",way/1272220883 node/13917832219 way/495645914 way/850955567,ok,2026-09-24
k-way1288411513,,,Aqtiv,Fovrfeld,,,,flydebro badebro badested bro,6.5,2,,"55.4837793, 8.4162616",way/1288411513 way/1211644582,ok,2026-09-24
k-way130128400,,,Kvie Sø,Ålling,,,,flydebro badebro badested bro,6.5,5,,"55.7271819, 8.7706618",way/130128400 way/130128401 way/130128402 node/13986440677 way/130742529,ok,2026-09-24
k-way1307272041,på kortet,,Brøndby Ro- og Kajakklub,Avedøre Holme,,,,flydebro kajakklub roklub bro,6.5,13,broendby-kajakklub,"55.6107043, 12.4437635",way/1307272041 way/1307272042 way/316891373 way/1307272038 way/1307272039 way/1307272040 way/1307272043 way/157759779 way/157759780 way/157759782 way/25544861 way/25544862 way/608399275,ok,2026-09-24
k-way1308856279,,,Badezone Byskoven,Avedøre Holme,,,,flydebro badebro badested bro,6.5,4,,"55.6218976, 12.5231822",way/1308856279 way/1308856280 way/1308856865 way/1308856278,ok,2026-09-24
k-way1308856729,,,La Banchina Badezone,Indre By,,,,flydebro badebro badested bro,6.5,6,,"55.6899181, 12.6100389",way/1308856729 way/1308857598 way/1308857600 way/1308857601 way/690828339 way/1308857599,ok,2026-09-24
k-way1316364953,,,Snekkersten Havn,Snekkersten,,,,flydebro bro havn slæbested,6.5,11,,"56.0086596, 12.5892952",way/1316364953 node/3567550915 way/119914588 way/119914589 way/119914590 way/1316364952 way/429444665 way/429445363 way/429445364 way/429445365 way/429445366,ok,2026-09-24
k-way1330138489,på kortet,,Frederiksdal Fribad,Frederiksdal,,,,flydebro badebro badested bro,6.5,2,spot-13,"55.7863087, 12.4434750",way/1330138489 node/12828824046,ok,2026-09-24
k-way1340017335,,,Brejning Lystbådehavn,Brejning Strand,,,,flydebro bro havn slæbested,6.5,11,,"55.6741145, 9.6904489",way/1340017335 way/1340017337 way/166870689 way/283118098 way/283118099 way/283118100 way/416576146 way/416576148 way/416576153 way/416576157 way/482203164,ok,2026-09-24
k-way1385554211,,,Christiania Beach,Christianshavn,,,,flydebro badebro badested bro,6.5,2,,"55.6789558, 12.6089116",way/1385554211 node/12828107073,ok,2026-09-24
k-way1461482213,måske,flydebro,Gjersø Nord,Gjessø,"56.1149216, 9.4958068","Badested med lille flydebro ved Gjessø, men søen er lille (ca. 150 m) og ser ud til at have meget grøn vækst.",2026-09-24,flydebro badebro badested bro,6.5,2,,"56.1149216, 9.4958068",way/1461482213 node/13979852144,ok,2026-09-24
k-way219356247,på kortet,,Kalundborg Roklub,Kalundborg,,,,roklub sup bro havn sejlklub slæbested,6.5,9,kalundborg-roklub,"55.6765242, 11.0725179",way/219356247 node/13020823249 node/2257909745 way/105666972 way/216446793 way/216446796 way/216446800 way/381159222 way/381159223,ok,2026-09-24
k-way25556692,,,Sejlklubben Triton,Nordhavn,,,,flydebro bro sejlklub slæbested,6.5,9,,"55.7233249, 12.6057681",way/25556692 way/25556708 way/25556728 way/996590763 way/1018178836 way/151773091 way/151773094 way/201480929 way/25556678,ok,2026-09-24
k-way277338375,på kortet,,Egå Rosport,Egå,,,,flydebro roklub bro slæbested,6.5,10,egaa-marina-roklubben,"56.2112129, 10.2897722",way/277338375 way/277338378 way/277338380 way/623355684 way/100430875 node/1161068754 way/100430919 way/277338377 way/42860244 way/88076729,ok,2026-09-24
k-way278984141,på kortet,,Bro 22,Aarhus,,,,flydebro bro sejlklub slæbested,6.5,6,aarhus-sejlsportscenter,"56.1688338, 10.2251963",way/278984141 node/3251981843 way/278984145 way/278984146 way/40443559 way/540068348,ok,2026-09-24
k-way287287493,,,Fredensborg Roklub,Lille Sørup,,,,flydebro roklub bro slæbested,6.5,9,,"55.9764492, 12.3783011",way/287287493 way/287287495 way/608012318 way/219471442 way/287287580 way/608012291 way/608012292 way/608012319 way/904027118,ok,2026-09-24
k-way287292786,,,Hundested Roklub,Lynæs,,,,flydebro roklub bro slæbested,6.5,5,,"55.9539974, 11.8509218",way/287292786 way/219047524 way/287292788 way/287292789 way/317632107,ok,2026-09-24
k-way287518086,,,Bådlauget Halvtolv,Christianshavn,,,,flydebro roklub bro slæbested,6.5,6,,"55.6778310, 12.6069240",way/287518086 way/28075602 way/176017533 way/178087073 way/287518087 way/287518088,ok,2026-09-24
k-way297639626,,,Havnebadet Islands Brygge,Christianshavn,,,,flydebro havnebad udlejning bro,6.5,3,,"55.6693257, 12.5786128",way/297639626 way/264480818 way/297639625,ok,2026-09-24
k-way304558219,,,Mommark Marina,Mommark,,,,flydebro bro havn slæbested,6.5,19,,"54.9327922, 10.0438387",way/304558219 way/304558220 way/304558221 way/304558224 way/304558229 way/304558230 way/304558231 way/304558232 way/304558233 way/348680638 way/304558222 way/304558223 way/304558225 way/304558226 way/304558227 way/304558228 way/304558234 way/616099061 way/616099062,ok,2026-09-24
k-way316093624,på kortet,,Aarhus Rostadion,Brabrand,,,,flydebro roklub bro slæbested,6.5,7,brabrand-soe-rostadion,"56.1497671, 10.1084619",way/316093624 way/316093625 way/307125261 node/8418388508 way/1065427266 way/1118014258 way/1118014259,ok,2026-09-24
k-way316240391,på kortet,,Nivå Ro- og Kajakklub,Nivå,,,,flydebro kajakklub roklub bro,6.5,8,nivaa-kajakklub,"55.9386792, 12.5254228",way/316240391 way/445062880 way/103329592 way/103329593 way/25563359 way/25563362 way/445062876 way/445062879,ok,2026-09-24
k-way316361017,på kortet,,Nykøbing Falster Roklub,Nykøbing Falster,,,,flydebro roklub bro havn,6.5,10,spot,"54.7715097, 11.8614281",way/316361017 way/316361019 way/1038341977 way/112505968 way/112505969 way/112505970 way/131551397 way/316361016 way/316361021 way/907246960,ok,2026-09-24
k-way316643284,på kortet,,Stubbekøbing Roklub,Stubbekøbing,,,,flydebro roklub bro slæbested,6.5,6,spot-4,"54.8917130, 12.0379707",way/316643284 way/316643287 way/316643281 way/316643289 way/316643292 way/316643294,ok,2026-09-24
k-way316888674,på kortet,,Assens Roklub,Assens,,,,flydebro roklub bro slæbested,6.5,6,spot-19,"55.2709319, 9.8841223",way/316888674 way/251679133 way/317011869 way/317011871 way/317011874 way/317011877,ok,2026-09-24
k-way317013048,på kortet,,Randers Roklub,Randers,,,,flydebro roklub bro slæbested,6.5,8,randers-roklub,"56.4622233, 10.0552807",way/317013048 way/317013049 way/317013052 way/317013047 way/317013050 way/317013051 way/568946790 way/568946792,ok,2026-09-24
k-way317013057,på kortet,,Restaurant Sejlklubben,Randers,,,,flydebro bro havn sejlklub,6.5,4,randers-roklub,"56.4622960, 10.0530439",way/317013057 node/4284104794 way/1036638270 way/317013058,ok,2026-09-24
k-way317213973,,,Ruderverein Hoyer,Siltoft,,,,flydebro roklub bro havn,6.5,11,,"54.9552688, 8.6879960",way/317213973 way/317213182 way/1038336908 way/903758798 way/903758801 way/903758802 way/903758803 way/903758804 way/903758805 way/903758806 way/903758812,ok,2026-09-24
k-way330724399,,,Lyngby Dameroklub,Nybro,,,,flydebro roklub bro slæbested,6.5,5,,"55.7708099, 12.4881611",way/330724399 way/330724400 way/224714588 way/224714589 way/330724401,ok,2026-09-24
k-way338863902,,,Maste bro,Nordby,,,,flydebro roklub bro havn,6.5,6,,"55.4436770, 8.4071842",way/338863902 node/1201378072 way/338927715 way/338927716 way/338927717 way/635911683,ok,2026-09-24
k-way398036462,,,Thisted Lystbådehavn,Thisted,,,,flydebro bro havn slæbested,6.5,17,,"56.9527696, 8.6946657",way/398036462 node/2246132464 node/9310179694 way/1009053519 way/1009053521 way/169542864 way/169542866 way/169542867 way/398036460 way/398036461 way/398036463 way/398036464 way/398036465 way/398036467 way/398036468 way/398036469 way/398036470,ok,2026-09-24
k-way424872623,,,Store Økssø,Rebild,,,,flydebro badebro badested bro,6.5,2,,"56.8030636, 9.8724900",way/424872623 node/13854291549,ok,2026-09-24
k-way445062878,på kortet,,Nivå Havn,Sletten,,,,flydebro bro havn slæbested,6.5,6,nivaa-kajakklub,"55.9390188, 12.5280374",way/445062878 node/1144196977 way/1164962584 way/1304502005 way/1467465653 way/151865646,ok,2026-09-24
k-way489207597,,,Haraldsted Lillesø,Ejlstrup Huse,,,,flydebro badebro badested bro,6.5,3,,"55.4820051, 11.7407056",way/489207597 node/13919451968 way/489207596,ok,2026-09-24
k-way512822272,,,Nexø,Nexø,,,,flydebro bro havn slæbested,6.5,4,,"55.0622042, 15.1350500",way/512822272 node/431046826 node/5910308880 way/902224233,ok,2026-09-24
k-way604472398,,,Nyord Havn,Nyord,,,,flydebro bro havn slæbested,6.5,4,,"55.0392828, 12.1926873",way/604472398 node/5833860206 way/1347044749 way/911522724,ok,2026-09-24
k-way609381862,,,41789 Sejlklubvej,Ørestad,,,,flydebro bro havn sejlklub,6.5,9,,"55.6372357, 12.5421630",way/609381862 node/13730006169 node/3976573845 way/4420260 way/4420262 way/4420263 way/4420266 way/4420268 way/450128283,ok,2026-09-24
k-way649217079,,,Holbæk Bådelaug,Holbæk,,,,flydebro bro havn slæbested,6.5,6,,"55.7207378, 11.7243354",way/649217079 way/122574674 way/215606672 way/215606675 way/616561763 way/616561765,ok,2026-09-24
k-way669672083,på kortet,,Kajakklubben Strømmen,Middelfart,,,,flydebro kajakklub bro slæbested,6.5,17,middelfart-kajakklub,"55.4925679, 9.7291596",way/669672083 way/669672084 node/6271256656 way/325284525 node/7734662252 way/47093435 way/47095976 way/58485155 way/828548101 way/828548102 way/828548103 way/828548106 way/828548118 way/828548127 way/828548128 way/828548129 way/828548131,ok,2026-09-24
k-way74074307,,,Grevebroen,Strynø By,,,,flydebro bro havn slæbested,6.5,6,,"54.9037632, 10.6279081",way/74074307 way/237586885 way/237586886 way/285819399 way/74074363 way/74216584,ok,2026-09-24
k-way915879409,,,Skærbæk Lystbådehavn,Skærbæk,,,,flydebro bro havn slæbested,6.5,9,,"55.5119169, 9.6272357",way/915879409 node/1524569629 node/725174252 way/139093800 way/139093801 way/139093802 way/139093803 way/58509663 way/58509670,ok,2026-09-24
k-way963693825,,,Ishøj Roklub,Ishøj,,,,flydebro roklub bro slæbested,6.5,6,,"55.6072955, 12.3808453",way/963693825 way/157467558 way/157467585 way/316732458 way/316732459 way/714511834,ok,2026-09-24
k-way970960771,,,Karrebæksminde Inderhavn,Karrebæksminde,,,,flydebro bro havn slæbested,6.5,15,,"55.1777481, 11.6520178",way/970960771 way/970960772 node/8986224008 way/146787104 way/921294618 way/970960766 way/970960767 way/970960768 way/970960769 way/970960770 way/970960773 way/970960774 way/970960775 way/970960778 way/970960779,ok,2026-09-24
k-node11252538011,på kortet,,Odense Kajakklub,Stige,,,,flydebro kajakklub bro,6.0,12,odense-kajakklub-2,"55.4408396, 10.4221000",node/11252538011 node/11252538013 node/11252538017 way/1214497783 way/1214497784 way/1214497785 way/1214497786 way/1214497787 way/1214497788 way/240058816 way/120020790 way/387311330,ok,2026-09-24
k-node11364237384,,,Røjklit Havn,Søgårde,,,,flydebro bro havn,6.0,22,,"56.1439923, 8.1763603",node/11364237384 way/964378404 way/378002011 way/901097218 way/901097219 way/901097220 way/901097221 way/901097222 way/901097223 way/901097224 way/901097225 way/901097226 way/901097227 way/901097228 way/901097229 way/901097230 way/901097231 way/901097232 way/901097233 way/901097234 way/901097235 way/901097236,ok,2026-09-24
k-node11370998555,på kortet,,Bork Havn,Kirkehøj,,,,flydebro bro havn,6.0,15,spot-15,"55.8501373, 8.2775149",node/11370998555 way/1226184843 way/277147135 way/277147137 way/277147148 way/277147149 way/277147150 way/277147151 way/277497869 way/277497870 way/277497871 way/42030711 way/544757866 way/902528780 way/902528781,ok,2026-09-24
k-node11434532136,,,Tambohus Naturhavn,Tambohuse,,,,flydebro bro havn,6.0,8,,"56.6360685, 8.5943514",node/11434532136 way/1232636615 node/3669089368 way/1216406022 way/1216406023 way/1216406024 way/417354780 way/417354783,ok,2026-09-24
k-node11443019498,,,Ho Havn,Sønderballe,,,,flydebro bro slæbested,6.0,4,,"55.5522850, 8.2384604",node/11443019498 way/1233247215 node/3761312084 way/1233247216,ok,2026-09-24
k-node11591236914,,,Ejerslev Havn Vandshelters,Ejerslev Lyng,,,,flydebro bro havn,6.0,10,,"56.9186052, 8.9215189",node/11591236914 node/11591236915 way/1246810439 way/1246810440 way/221210473 way/831117636 way/831117637 way/833246017 way/833246018 way/833246019,ok,2026-09-24
k-node11597971374,,,,Virksund,,,,flydebro bro slæbested,6.0,9,,"56.6062888, 9.2934399",node/11597971374 way/1247597888 way/1509404799 node/2246309421 way/1247597889 way/1509404798 way/1509404800 way/387036754 way/761757267,ok,2026-09-24
k-node11621781799,,,Doverodde Vandshelter,Doverodde,,,,flydebro bro havn,6.0,9,,"56.7173447, 8.4729434",node/11621781799 way/1250209126 node/2246132457 way/106798801 way/106798802 way/106798805 way/1250209127 way/768480752 way/768480753,ok,2026-09-24
k-node11621866483,,,Vilsund Vandshelter,Vilsund Vest,,,,flydebro bro slæbested,6.0,6,,"56.8812651, 8.6296688",node/11621866483 way/1250211596 node/6520482907 way/1250211597 way/694439976 way/694439977,ok,2026-09-24
